name,향수_note
24 Elixir Platinum 24,"leather, amber, smoky, animalic, woody, powdery, citrus, aromatic, herbal, musky, Incense, Lemon, Vermouth, Artemisia, Cedar, Amber, Chamomile, Apricot, Russian Leather, Vanilla, Musk"
Time to Draw the Raffle Numbers 4160 Tuesdays,"sweet, leather, metallic, tobacco, yellow floral, coffee, fruity, aromatic, woody, animalic, Marmalade, Metallic notes, Lime (Linden) Blossom, Wheat, Leather, Coffee, Croissant, Vetiver, Tobacco"
Juchten 4711,"leather, woody, mossy, animalic, earthy, tobacco, powdery, smoky, amber, sweet, Leather, Tobacco, Vetiver, Leather, Sandalwood, Jasmine, Rose, Patchouli, Oakmoss, Birch Tar, Civet, Amber"
SULTAN AAP PERFUMES,"woody, aromatic, leather, powdery, citrus, fresh spicy, fruity, violet, warm spicy, earthy, Saffron, Grapefruit, Juniper Berries, Leather, Violet, Raspberry, Cashmeran, Vetiver"
Labo Abaco Paris,"woody, leather, powdery, warm spicy, iris, violet, amber, Cardamom, Violet, Sandalwood, Iris, Cedar, Leather, Papyrus, Ambroxan, White Musk"
Nuit Dorée Abaco Paris,"honey, amber, iris, leather, woody, patchouli, earthy, powdery, warm spicy, sweet, Olibanum, Iris, Patchouli, Honey, Leather"
Endeavor Abercrombie & Fitch,"citrus, leather, animalic, aromatic, fresh spicy, Bergamot, Lemon, Leather"
1869 Acca Kappa,"ozonic, aromatic, fresh spicy, leather, aquatic, warm spicy, animalic, iris, amber, rose, Geranium, Cardamom, Violet Leaf, Leather, Iris, Ambergris, Vanilla"
1869 Eau de Parfum Acca Kappa,"aromatic, fresh spicy, warm spicy, woody, earthy, ozonic, iris, amber, leather, aquatic, Cardamom, Geranium, Violet Leaves, Iris, Leather, Bay Leaf, Vetiver, Vanilla, Amber, Incense, Labdanum"
Luxury No 22 Acqua di Baviera,"warm spicy, rose, amber, leather, aromatic, animalic, fresh spicy, smoky, mossy, floral, Cardamom, Cloves, Basil, Rose, Olibanum, Leather, Amber, Moss"
Leather Eau de Parfum Acqua di Parma,"leather, woody, citrus, animalic, fruity, smoky, rose, sweet, aromatic, Raspberry, Brazilian Orange, Sicilian Lemon, Rose, Red Thyme, Honeysuckle, Petitgrain, Leather, Guaiac Wood, Cedar"
NUMERO TRE III Adamo Parfum,"warm spicy, amber, smoky, leather, balsamic, aromatic, animalic, Cardamom, Saffron, Leather, Rhubarb, Incense, Amber"
Adidas Dare Adidas,"citrus, woody, rum, leather, fruity, vanilla, fresh spicy, powdery, lavender, green, Apple, Lime, Bergamot, Rum, Lavender, Leather, Sandalwood, Vanilla"
Diamant Adleen Haute Parfumerie,"woody, amber, warm spicy, balsamic, fruity, sweet, vanilla, leather, aromatic, floral, Saffron, Raspberry, Hazelnut, Osmanthus, Turkish Rose, Agarwood (Oud), Tonka Bean, Indonesian Patchouli Leaf, Leather, Vanilla, Vetiver, Peru Balsam, Myrrh"
Cosmic Purple Adscenture,"aromatic, tobacco, woody, rose, sweet, green, earthy, fruity, citrus, leather, Rhubarb, Lemon, Coffee, Tobacco, Rose, Pimento, Vetiver, Leather, Cedar"
Saffron Aether Arts Perfume,"warm spicy, nutty, sweet, leather, woody, fruity, powdery, amber, musky, tobacco, Peach, Saffron, Pink Pepper, Ylang-Ylang, Jasmine, Hazelnut, Suede, Amber, Turmeric, Vanilla, Tobacco"
Inara Black Afnan,"leather, woody, animalic, green, smoky, warm spicy, Woodsy Notes, Aromatic Notes, Herbal Notes, Spicy Notes, Amber, Leather, Musk"
Naseej Al Oud Afnan,"oud, leather, soft spicy, woody, rose, animalic, fresh spicy, citrus, iris, white floral, Agarwood (Oud), Pink Pepper, Bergamot, Saffron, Woodsy Notes, Rose, Jasmine, Orris, Agarwood (Oud), Leather, Amber"
Rare Carbon Afnan,"leather, woody, powdery, ozonic, animalic, violet, fresh spicy, oud, aquatic, rose, Leather, Violet Leaf, Nutmeg, Cinnamon, Violet, Agarwood (Oud), Rose, Cedar, Sandalwood, Amber, Vetiver"
Tobacco Rush Afnan,"tobacco, woody, sweet, warm spicy, oud, amber, whiskey, Tobacco, Spicy Notes, Woody Notes, Spicy Notes, Sweet Notes, Lavender, Agarwood (Oud), Amber, Cedar"
Awfa Ahmed Al Maghribi,"amber, earthy, woody, leather, aromatic, animalic, mossy, musky, oud, caramel, Leather, Clary Sage, Orange Blossom, Labdanum, Caramel, Lily-of-the-Valley, Red Rose, Haitian Vetiver, Oakmoss, Indian Oud, Ambergris, Musk, Bourbon Vanilla"
serial mix - Black Leather Ahmed Mahsoub KARIZMA,"aromatic, lavender, warm spicy, fresh spicy, fruity, sweet, herbal, metallic, aquatic, leather, Saffron, Thyme, Pear, Lavender, Olibanum, Ambrette, Iris, Leather, Cedar, Suede"
Scent of Forest Ainash Parfums,"woody, citrus, aromatic, powdery, leather, patchouli, oud, musky, fresh spicy, balsamic, Bergamot, Orange, Agarwood (Oud), Amyris, Coriander, Leather, Cedar, Sandalwood, Musk, Patchouli"
Ambre Fruite Ajmal,"amber, fresh spicy, warm spicy, leather, citrus, animalic, patchouli, vanilla, aromatic, cinnamon, Grapefruit, Black Pepper, Tonka Bean, Patchouli, Cinnamon, Amber, Leather"
Aristocrat Platinum Ajmal,"oud, leather, white floral, fresh spicy, aromatic, animalic, rose, woody, earthy, floral, Pepper, Lemon, Jasmine, Rose, Agarwood (Oud), Leather, Vetiver"
Wanderer Ajmal,"musky, citrus, leather, fresh, powdery, animalic, woody, floral, white floral, amber, Citruses, Freesia, Lily-of-the-Valley, Musk, Leather, Cedar, Amber"
Irish Ferre Al Ambra,"aromatic, leather, fresh spicy, amber, animalic, woody, smoky, vanilla, Juniper Berries, Leather, Amber, Mate, Berry Fruits, Leather, Tonka Bean"
Les Exclusifs de Chanel Eau de Cologne Chanel,"citrus, green, aromatic, fresh spicy, fresh, Lemon, Bergamot, Citruses, Green Notes, Neroli, Petitgrain, Spicy Notes, Musk, Tonka Bean"
Cruise Collection Escale a Parati Dior,"citrus, aromatic, woody, green, fresh spicy, fresh, warm spicy, Petitgrain, Lemon, Bitter Orange, Mint, Palisander Rosewood, Cinnamon, Red Berries, Woodsy Notes, Tonka Bean"
Bitter Mandarin Jo Malone London,"citrus, fresh spicy, Mandarin Orange, Bergamot, Petitgrain, Orange, Amber, Iris"
Grapefruit Jo Malone London,"citrus, aromatic, fresh spicy, woody, earthy, green, mossy, warm spicy, Grapefruit, Tangerine, Rosemary, Mint, Paprika, Jasmine, Vetiver, Oakmoss, Patchouli"
Totem Yellow Kenzo,"citrus, green, leather, woody, fresh, fresh spicy, aromatic, Pink Grapefruit, Lemon, Tea, Hedione, Peach, Rose, Leather, Woody Notes, White Musk"
Allure Chanel,"citrus, floral, white floral, fruity, vanilla, fresh, woody, sweet, powdery, aromatic, Lemon, Mandarin Orange, Passionfruit, Peach, Bergamot, Honeysuckle, Jasmine, Magnolia, Freesia, Water Lily, Orange Blossom, Peony, May Rose, Vanilla, Sandalwood, Amber, Vetiver, Patchouli"
Comète Chanel,"powdery, iris, floral, musky, vanilla, fresh, aldehydic, violet, almond, earthy, Cherry Blossom, Aldehydes, Iris, Heliotrope, Musk"
Gabrielle Chanel,"white floral, citrus, woody, sweet, fruity, musky, yellow floral, powdery, tuberose, animalic, Grapefruit, Mandarin Orange, Black Currant, Orange Blossom, Jasmine, Ylang-Ylang, Tuberose, Lily-of-the-Valley, Pear, Pink Pepper, Musk, Sandalwood, Cashmeran, Orris"
Gardénia Chanel,"white floral, green, tuberose, animalic, sweet, lactonic, Orange Blossom, Green Notes, Gardenia, Tuberose, Jasmine, Fruity Notes, Coconut, Musk, Vanilla, Sandalwood, Vetiver, Patchouli"
Gardénia Eau de Parfum Chanel,"white floral, green, fruity, lactonic, vanilla, sweet, coconut, animalic, Green Leaves, Gardenia, Fruity Notes, Coconut, Vanilla"
Le 1940 Beige de Chanel Chanel,"white floral, earthy, iris, mossy, amber, animalic, powdery, violet, woody, floral, Iris, Jasmine, Oakmoss, Ambergris"
Addict To Life Dior,"white floral, rose, fruity, sweet, musky, floral, woody, fresh, powdery, green, Raspberry, Peach, Pomegranate, Rose, Lily-of-the-Valley, Jasmine, Musk, Virginia Cedar"
Dior Addict 2 Summer Peonies Dior,"floral, fresh, citrus, rose, powdery, violet, Bergamot, Orange, Peony, Violet, Musk"
Dior Addict Eau Fraiche 2014 Dior,"floral, citrus, musky, white floral, fresh spicy, powdery, green, fresh, aromatic, Calabrian bergamot, Grapefruit, Freesia, Lily-of-the-Valley, White Musk, Woodsy Notes"
Dior Addict Eau Sensuelle Dior,"rose, musky, white floral, floral, powdery, woody, Rose, Jasmine, Musk, Cedar"
Dior Miss Dior Blooming Bouquet Bobby Limited Edition Dior,"fruity, rose, floral, powdery, musky, fresh, sweet, citrus, lactonic, Mandarin Orange, Apricot, Pink Peony, Damask Rose, Peach, White Musk"
Diorissimo Dior,"white floral, green, fresh, floral, Green Leaves, Bergamot, Lily-of-the-Valley, Lilac, Jasmine, Lily, Ylang-Ylang, Amaryllis, Rosemary, Boronia, Civet, Sandalwood"
Dolce Vita Parfum Dior,"warm spicy, powdery, woody, vanilla, fruity, citrus, sweet, floral, cinnamon, lactonic, Peach, Cardamom, Lily, Bergamot, Rose, Grapefruit, Apricot, Cinnamon, Palisander Rosewood, Heliotrope, Lily, Magnolia, Vanilla, Coconut, Sandalwood, Cedar"
Forever and Ever Dior,"floral, rose, fresh spicy, white floral, aromatic, Freesia, Water Jasmine, Ivy, Rose, Almond Blossom, Geranium, Nutmeg, Musk, Vanilla"
Forever and Ever Dior Dior,"floral, rose, fresh spicy, white floral, vanilla, green, fruity, aromatic, Freesia, Ivy, Jasmine, Rose Hip, Almond Blossom, Geranium, Vanilla, Musk, Amber"
Grand Bal (2018) Dior,"white floral, yellow floral, sweet, floral, woody, citrus, powdery, fruity, fresh, musky, Orange Blossom, Bergamot, Jasmine, Ylang-Ylang, Peach, Hedione, White Musk, Sandalwood"
I Love Dior Dior,"white floral, fruity, floral, citrus, fresh, sweet, rose, green, woody, Magnolia, Freesia, Mandarin Orange, Bitter Orange, Orange, Lily-of-the-Valley, Pear, Honeysuckle, Rose, Lily, Raspberry, Black Currant, Musk, Cedar, Amber"
J'adore Eau de Toilette 2011 Dior,"white floral, citrus, sweet, fresh, yellow floral, woody, floral, tuberose, Citruses, Mandarin Orange, Neroli, Jasmine, African Orange Flower, Ylang-Ylang, Tuberose, Rose, Woodsy Notes, Vanille"
J'Adore Extrait de Parfum Dior,"woody, yellow floral, rose, sweet, floral, Ylang-Ylang, Rose, Sandalwood, Woodsy Notes"
J'adore Lumiere Eau de Toilette Dior,"citrus, floral, rose, Blood Orange, Lemon, Magnolia, Neroli, Damask Rose, Sandalwood, Vanilla"
J'Adore Voile de Parfum Dior,"iris, powdery, musky, rose, violet, earthy, floral, woody, Damask Rose, Tuscan Iris, White Musk"
Jasmin Des Anges Dior,"fruity, white floral, floral, powdery, lactonic, sweet, musky, Bergamot, Jasmine, Apricot, Osmanthus, Peach, White Musk, Vanilla"
Les Creations de Monsieur Dior Diorama Dior,"fruity, white floral, woody, sweet, fresh spicy, yellow floral, aromatic, patchouli, citrus, floral, Ylang-Ylang, Bergamot, Jasmine, Peach, Caraway, Plum, Rose, Patchouli, Virginia Cedar"
Les Creations de Monsieur Dior Diorissimo Eau de Parfum Dior,"white floral, fresh, green, Lily-of-the-Valley, Jasmine, Musk"
Les Creations de Monsieur Dior Forever and Ever Dior,"floral, rose, white floral, Freesia, Jasmine, Tincture of Rose"
Lily Dior,"white floral, green, floral, fresh, woody, Green Notes, Fruity Notes, Bergamot, Brazilian Rosewood, Lily-of-the-Valley, Lilac, Lily, Jasmine, Rose, Musk, Sandalwood"
Miss Dior Absolutely Blooming Roller Pearl Dior,"fruity, rose, floral, sweet, woody, soft spicy, musky, fresh, fresh spicy, Pomegranate, Raspberry, Pink Pepper, Black Currant, Grasse Rose, Damask Rose, Peony, White Musk"
Miss Dior Blooming Bouquet Couture Edition Dior,"rose, floral, citrus, fresh, musky, Sicilian Mandarin, Rose, Peony, White Musk"
Miss Dior Blooming Bouquet Roller Pearl Dior,"rose, floral, citrus, fresh, fruity, powdery, musky, sweet, Sicilian Mandarin, Bergamot, Peony, Damask Rose, Peach, Apricot, White Musk"
Miss Dior Cherie Blooming Bouquet 2007 Dior,"floral, fresh, rose, musky, citrus, powdery, Mandarin Orange, Peony, Musk"
Miss Dior Cherie L'Eau Dior,"white floral, citrus, musky, lactonic, animalic, powdery, fresh, Bitter Orange, Gardenia, Musk"
Miss Dior Rose N'Roses Dior,"rose, musky, fresh spicy, citrus, aromatic, powdery, floral, Geranium, Bergamot, Italian Mandarin, Grasse Rose, Damask Rose, White Musk"
Miss Dior Rose N'Roses Roller Pearl Dior,"rose, citrus, musky, fresh spicy, floral, aromatic, powdery, Italian Mandarin, Geranium, Bergamot, Grasse Rose, Damask Rose, White Musk"
Poison Esprit de Parfum Dior,"amber, warm spicy, sweet, woody, fruity, white floral, powdery, tuberose, honey, balsamic, Plum, Forest Fruits, Palisander Rosewood, Anise, Coriander, Pepper, Tuberose, Honey, Incense, Cloves, Cinnamon, Opoponax, Rose, Jasmine, Orange Blossom, Vanilla, Amber, Musk, Heliotrope, Sandalwood, Vetiver, Cedar"
Pure Poison Dior,"white floral, citrus, woody, Jasmine, Orange, Bergamot, Sicilian Mandarin, Gardenia, Orange Blossom, Sandalwood, White Amber, Cedar, White Musk"
Pure Poison Elixir Dior,"white floral, citrus, vanilla, cacao, sweet, amber, warm spicy, Jasmine, Mandarin Orange, Petitgrain, Bergamot, African Orange Flower, Gardenia, Vanille, Cacao, Amber"
Souffle De Soie Dior,"white floral, tuberose, powdery, rose, musky, citrus, floral, aromatic, violet, balsamic, Bergamot, Jasmine, Tuberose, Rose, elemi, White Musk, Violet, Patchouli, Vanilla, Cinnamon"
Tendre Poison Dior,"white floral, citrus, floral, tuberose, sweet, powdery, honey, woody, animalic, fresh spicy, Asafoetida, Bergamot, Brazilian Rosewood, Mandarin Orange, Tuberose, Honey, Orange Blossom, Freesia, Rose, Musk, Sandalwood, Heliotrope, Vanilla"
Tendre Poison Parfum Dior,"powdery, vanilla, woody, tuberose, rose, balsamic, green, white floral, floral, musky, Asafoetida, Brazilian Rosewood, Galbanum, Bergamot, Tangerine, Rose, Tuberose, Honey, Neroli, Freesia, Orange, Heliotrope, Vanilla, Sandalwood, Musk"
The Cachemire Dior,"citrus, green, aromatic, fresh, musky, woody, floral, fresh spicy, fruity, white floral, Petitgrain, Bergamot, Lemon, Bitter Orange, White Tea, Hedione, Honeysuckle, Magnolia, Black Currant, Rose, Mate, Musk, Iso E Super, Smoke, Orris"
Frangipani Flower Cologne Jo Malone London,"floral, citrus, tropical, white floral, woody, yellow floral, lactonic, aldehydic, aromatic, sweet, Lemon, Solar Notes, Frangipani, Jasmine, Ylang-Ylang, Sandalwood, Benzoin"
Honeysuckle & Davana Jo Malone London,"white floral, aromatic, fruity, green, mossy, rose, earthy, yellow floral, balsamic, Davana, Honeysuckle, Rose, Moss"
Jasmine Sambac & Marigold Jo Malone London,"white floral, sweet, floral, yellow floral, balsamic, aromatic, amber, honey, herbal, fresh spicy, Marigold, Jasmine Sambac, Ylang-Ylang, Honey, Benzoin"
London Rain Wisteria & Violet Jo Malone London,"floral, fresh, violet, powdery, aquatic, patchouli, Water Lily, Wisteria, Violet, Patchouli"
Lotus Blossom & Water Lily Jo Malone London,"floral, citrus, woody, aquatic, amber, white floral, powdery, musky, smoky, fresh spicy, Grapefruit, Bergamot, Mandarin Orange, Lotus, Water Lily, Honeysuckle, Freesia, Jasmine, Musk, Guaiac Wood, Amber, Incense, Sandalwood"
Moonlit Camomile Jo Malone London,"musky, herbal, floral, powdery, aromatic, Moon Flower, Chamomile, White Musk"
Nashi Blossom Jo Malone London,"floral, musky, citrus, powdery, fresh, rose, fruity, aromatic, Lemon, Pear Blossom, Rose, White Musk"
Orange Blossom Jo Malone London,"white floral, citrus, floral, sweet, fresh, soapy, Tangerine Blossom, Orange Blossom, Lilac, Water Lily, Iris, Vetiver"
Orange Blossom Cologne (2019) Jo Malone London,"citrus, floral, white floral, sweet, green, fresh, Clementine, Citron, Green Notes, Orange Blossom, Lotus, Lilac, Orris, Vetiver"
Peony & Blush Suede Jo Malone London,"floral, rose, fresh, leather, fruity, musky, Red Apple, Peony, Rose, Carnation, Jasmine, Suede"
Poppy & Barley Jo Malone London,"powdery, fruity, floral, violet, sweet, woody, musky, Fig, Violet, Black Currant, Powdery Notes, Wheat, Poppy, Barley, White Musk, Bran"
Poptastic Tuberose Angelica Cologne Jo Malone London,"amber, tuberose, white floral, musky, woody, powdery, animalic, Angelica, Tuberose, Amberwood"
Red Roses Cologne Jo Malone London,"rose, ozonic, floral, aquatic, Violet Leaves, Lemon, Rose, Bulgarian Rose, Turkish Rose, Damask Rose, May Rose, French Rose, Honeycomb"
Rock The Ages Lily of the Valley & Ivy Jo Malone London,"green, white floral, fresh, musky, beeswax, animalic, powdery, citrus, honey, amber, Ivy, Pink Grapefruit, Black Currant, Lily-of-the-Valley, Narcissus, White Musk, Beeswax, Amber"
Couleur Kenzo Jaune-Yellow Kenzo,"citrus, white floral, vanilla, sweet, powdery, aromatic, Lemon, Bergamot, Orange Blossom, Jasmine, Vanilla, Musk"
Eau de Fleur de Camelia Kenzo,"citrus, floral, powdery, musky, fresh, lactonic, soft spicy, Citruses, Camelia, Musk"
Eau de Fleur de Prunier Kenzo,"fruity, floral, almond, sweet, fresh, nutty, plum, Plum Blossom, Almond"
Eau de Fleur de Yuzu Kenzo,"citrus, floral, green, fresh spicy, sweet, Citruses, Grapefruit, Green Notes, Yuzu, Floral Notes, Fruity Notes, Musk"
Floralista Kenzo,"floral, fresh, fruity, Apple Blossom, Peony, Pear, Peach Blossom"
Flower by Kenzo Eau de Lumière Kenzo,"powdery, violet, floral, musky, white floral, citrus, vanilla, fruity, rose, woody, Calabrian bergamot, Cassis, Jasmine, Bulgarian Rose, Peach, Ylang-Ylang, Violet, White Musk, Heliotrope"
Flower by Kenzo Eau de Toilette Kenzo,"powdery, violet, musky, vanilla, citrus, floral, rose, Mandarin Orange, Parma Violet, Damask Rose, White Musk, Madagascar Vanilla"
Flower by Kenzo Eau de Vie Kenzo,"citrus, white floral, vanilla, warm spicy, musky, sweet, amber, powdery, aromatic, fresh, Neroli, Ginger, Petitgrain, Bergamot, Orange Blossom, Bulgarian Rose, White Musk, Vanilla, Tonka Bean, Benzoin"
Flower by Kenzo Eau Florale Kenzo,"citrus, floral, rose, fresh, vanilla, musky, powdery, Pink Grapefruit, Mandarin Orange, Peony, Bulgarian Rose, Vanilla, White Musk"
Flower by Kenzo L'Eau Originelle Kenzo,"floral, fresh, aquatic, musky, citrus, rose, powdery, warm spicy, violet, Water Notes, Ginger flower, Bergamot, Lemon, Pink Pepper, Peony, Freesia, Rose, Apple, Peach, White Musk, Violet"
Flower by Kenzo La Récolte Parisienne Kenzo,"musky, soft spicy, rose, sweet, citrus, vanilla, floral, powdery, amber, aromatic, Pink Pepper, Yellow Mandarin, Dahlia, Damask Rose, White Musk, Tonka Bean, Vanilla"
Flower by Kenzo Legere Kenzo,"floral, powdery, amber, violet, rose, musky, sweet, balsamic, fresh, fruity, Mandarin Orange, Black Currant, Cassis, Parma Violet, Bulgarian Rose, Hawthorn, Hedione, Opoponax, White Musk, Incense, Vanilla"
Flower by Kenzo Poppy Bouquet Couture Edition Kenzo,"white floral, fruity, rose, woody, nutty, aquatic, lactonic, green, floral, Nashi Pear, Gardenia, Bulgarian Rose, Jasmine, Almond Tree"
Flower by Kenzo Poppy Bouquet Eau de Parfum Kenzo,"white floral, fruity, rose, woody, nutty, lactonic, aquatic, green, Nashi Pear, Gardenia, Bulgarian Rose, Almond Tree"
Flower by Kenzo Poppy Bouquet Eau de Toilette Kenzo,"white floral, almond, citrus, musky, green, fruity, nutty, rose, floral, sweet, Green Almond, Mandarin Orange, Tea Leaf, Jasmine Sambac, Gardenia, Damask Rose, White Musk, Cedar"
Flower by Kenzo Red Edition Kenzo,"citrus, floral, white floral, sweet, tropical, vanilla, yellow floral, musky, powdery, salty, Blood Mandarin, Bergamot, Orange, Frangipani, Ylang-Ylang, Orange Blossom, Jasmine, Peach, White Musk, Vanilla, Sea Salt, Patchouli"
Cuir de Russie Eau de Parfum Chanel,"leather, smoky, white floral, woody, sweet, yellow floral, animalic, citrus, amber, tobacco, Orange Blossom, Mandarin Orange, Bergamot, Ylang-Ylang, Jasmine, Tobacco, Rose, Leather, Birch, Resins"
Les Exclusifs de Chanel Cuir de Russie 1924 Chanel,"leather, woody, aromatic, powdery, smoky, citrus, animalic, floral, white floral, sweet, Clary Sage, Orange Blossom, Bergamot, Lemon, Mandarin Orange, Iris, Ylang-Ylang, Carnation, Vetiver, Jasmine, Rose, Cedar, Leather, Birch, Tobacco, Musk, Amber, Heliotrope, Vanilla"
Cuir Cannage Dior,"leather, smoky, iris, woody, white floral, animalic, powdery, violet, yellow floral, sweet, Ylang-Ylang, Orange Blossom, Bergamot, Leather, Iris, Jasmine, Rose, Leather, Birch, Tobacco, Juniper, Violet, Cade oil"
Dior Homme Parfum Dior,"iris, woody, leather, powdery, violet, animalic, floral, earthy, oud, rose, Tuscan Iris, Italian Orange, Leather, Rose, Sandalwood, Ambrette (Musk Mallow), Agarwood (Oud), Cedar"
Bronze Wood & Leather Jo Malone London,"smoky, leather, aromatic, woody, animalic, fresh spicy, earthy, citrus, Grapefruit, Smoke, Juniper, Leather, Vetiver"
Black Walnut Legend Banana Republic,"musky, fresh spicy, citrus, powdery, warm spicy, aromatic, amber, floral, smoky, balsamic, Black Pepper, Calabrian bergamot, Kumquat, Incense, Cyclamen, Geranium, Musk, Black Leather, Skin, Patchouli"
1881 Signature Cerruti,"fresh spicy, leather, amber, warm spicy, animalic, aromatic, woody, patchouli, citrus, earthy, Pepper, Nutmeg, Grapefruit, Leather, Cardamom, Labdanum, Amber, Peppertree, Patchouli, Vetiver"
All-Nighter Frank's Aromatics,"amber, woody, smoky, fresh spicy, green, citrus, leather, mossy, earthy, animalic, Spearmint, Bergamot, Frankincense, oak moss, Leather, Amber, Smoke, Dry Wood"
Iceberg Twice Gold Iceberg,"leather, amber, animalic, woody, vanilla, smoky, balsamic, warm spicy, Leather, Black Pepper, Benzoin, Guaiac Wood, Tonka Bean, Ambergris, Woody Notes, Vanilla"
Traversee du Bosphore L'Artisan Parfumeur,"sweet, leather, fruity, nutty, warm spicy, honey, floral, woody, iris, animalic, Red Apple, Pomegranate, Spicy Notes, Leather, Iris, Saffron, pink tulip, Tobacco, Nougat, Sugar, White Honey, Pistachio, Rose, Musk"
Black Prestigium Mancera,"woody, powdery, rose, oud, iris, leather, floral, earthy, patchouli, animalic, Orris Root, Patchouli, Bergamot, Rose, Agarwood (Oud), Woodsy Notes, Violet, Leather, White Musk, Amber"
Mastermind Noir Nabeel,"woody, warm spicy, amber, powdery, leather, sweet, musky, smoky, Clove, Woody Notes, Wallflower, Sweet Notes, Grass, Rosemary, Cypriol Oil or Nagarmotha, Guaiac Wood, Cedar, Patchouli, Violet, Lily-of-the-Valley, Sandalwood, Tonka Bean, Castoreum, Tobacco Leaf, Musk, Labdanum, Leather, Amber, Vanilla"
Dilruba Parfumane,"aromatic, fresh spicy, warm spicy, floral, woody, rose, leather, powdery, citrus, yellow floral, Thyme, Bergamot, Saffron, Carnation, Geranium, Rose, Ylang-Ylang, Jasmine, Sandalwood, Agarwood (Oud), Leather, Musk, Balsamic Notes"
Rich Mess Ryan Richmond Rich Mess,"leather, woody, animalic, citrus, fruity, warm spicy, smoky, powdery, sweet, white floral, Fig, Grapefruit, Bergamot, Sandalwood, Saffron, Vanilla, Leather, Atlas Cedar, Lily"
Erba Leather Sospiro Perfumes,"leather, citrus, woody, tropical, amber, fruity, animalic, aromatic, fresh, sweet, Passionfruit, Bergamot, Lemon, Leather, Jasmine, Sandalwood, Leather, Amber, Vetiver"
Valentino Uomo Valentino,"woody, nutty, warm spicy, chocolate, leather, coffee, sweet, aromatic, fresh spicy, citrus, Bergamot, Myrtle, Hazelnut, Chocolate, Roasted Coffee Beans, Leather, Cedar"
True Leather For Him Zara,"leather, animalic, iris, smoky, powdery, Bergamot, Iris, Leather"
